ano,mes,data,regiao,uf,cidade,turistas,turistas_estrangeiros,ocupacao_hoteleira,gasto_medio,faturamento_turismo,eventos_realizados,temperatura_media,nivel_temporada
2022,6,2022-06-01,Sudeste,SP,Campinas,312943,34742,69.82,1020.1,50224512.37,8,27.1,Média
2022,6,2022-06-01,Sudeste,SP,Ribeirão Preto,477827,71092,34.45,705.75,111609954.39,12,24.5,Média
2022,6,2022-06-01,Sudeste,RJ,Rio de Janeiro,489868,74793,29.8,885.69,33332630.75,13,26.9,Alta
2022,6,2022-06-01,Sudeste,RJ,Niterói,315249,37165,67.44,690.86,74210892.05,8,20.4,Alta
2022,6,2022-06-01,Sudeste,RJ,Nova Iguaçu,466638,44186,51.98,1045.89,116276309.34,11,26.8,Baixa
2022,6,2022-06-01,Sudeste,RJ,Petrópolis,79648,53967,94.22,822.39,150589415.8,8,22.8,Média
2022,6,2022-06-01,Sudeste,MG,Belo Horizonte,277360,11977,66.06,327.47,162564587.85,13,26.6,Alta
2022,6,2022-06-01,Sudeste,MG,Uberlândia,401223,22390,72.78,594.82,141839150.93,10,18.3,Baixa
2022,6,2022-06-01,Sudeste,MG,Juiz de Fora,242054,7974,87.93,194.72,175353622.13,11,24.5,Baixa
2022,6,2022-06-01,Sudeste,ES,Vitória,379762,55729,71.66,350.45,110087615.17,11,26.9,Baixa
2022,6,2022-06-01,Sudeste,ES,Vila Velha,334777,53928,76.15,769.29,22401480.77,12,19.7,Média
2022,6,2022-06-01,Sudeste,ES,Serra,123677,49386,71.02,405.23,61237865.47,7,22.5,Baixa
2022,6,2022-06-01,Sul,PR,Curitiba,476648,12124,26.52,379.91,15478696.41,7,25.8,Baixa
2022,6,2022-06-01,Sul,PR,Londrina,223085,38239,61.84,852.46,161944135.54,12,21.1,Média
2022,6,2022-06-01,Sul,SC,Florianópolis,94027,7622,29.98,1132.71,130089512.64,10,27.6,Alta
2022,6,2022-06-01,Sul,SC,Joinville,125119,77520,91.97,510.58,148228488.34,15,22.5,Média
2022,6,2022-06-01,Sul,RS,Porto Alegre,152639,20521,63.75,859.76,106421289.17,9,20.9,Baixa
2022,6,2022-06-01,Sul,RS,Caxias do Sul,315348,43226,61.0,411.75,79677239.04,7,24.6,Baixa
2022,7,2022-07-01,Norte,AM,Manaus,105890,75010,42.15,440.98,64903570.58,10,29.9,Alta
2022,7,2022-07-01,Norte,PA,Belém,495256,31980,85.33,814.86,114863926.53,12,22.7,Alta
2022,7,2022-07-01,Norte,PA,Santarém,390616,55552,61.65,814.49,51365602.95,13,24.1,Média
2022,7,2022-07-01,Norte,RO,Porto Velho,264850,52471,85.75,266.79,67357554.52,5,16.5,Baixa
2022,7,2022-07-01,Norte,TO,Palmas,79705,18375,47.85,190.7,71417716.54,9,22.2,Média
2022,7,2022-07-01,Nordeste,BA,Salvador,167370,41294,36.45,596.27,51946038.0,12,30.7,Alta
2022,7,2022-07-01,Nordeste,BA,Feira de Santana,85251,23488,89.44,979.57,147479749.25,8,20.5,Alta
2022,7,2022-07-01,Nordeste,PE,Recife,386118,48203,88.5,431.29,30533140.93,9,27.2,Média
2022,7,2022-07-01,Nordeste,PE,Jaboatão dos Guararapes,367154,35921,86.95,851.26,70002411.89,9,24.4,Baixa
2022,7,2022-07-01,Nordeste,CE,Fortaleza,455848,69216,91.62,531.59,74276189.83,9,33.7,Média
2022,7,2022-07-01,Nordeste,CE,Juazeiro do Norte,17597,28039,40.92,461.77,68562909.95,17,23.5,Média
2022,7,2022-07-01,Nordeste,MA,São Luís,261874,5085,82.02,411.48,128173928.63,8,22.9,Média
2022,7,2022-07-01,Nordeste,PB,João Pessoa,219813,62922,87.5,754.97,81217051.07,13,18.3,Média
2022,7,2022-07-01,Centro-Oeste,DF,Brasília,126651,3756,92.5,745.98,66559839.64,4,26.4,Alta
2022,7,2022-07-01,Centro-Oeste,GO,Goiânia,193000,33027,67.52,550.63,90848830.62,6,26.7,Média
2022,7,2022-07-01,Centro-Oeste,GO,Aparecida de Goiânia,376771,2380,61.42,1022.61,17307339.24,15,28.0,Alta
2022,7,2022-07-01,Centro-Oeste,MT,Cuiabá,248636,63975,45.78,1139.65,3731349.7,9,21.5,Média
2022,7,2022-07-01,Centro-Oeste,MS,Campo Grande,440650,5078,70.53,653.52,183281803.48,13,22.7,Média
2022,7,2022-07-01,Sudeste,SP,São Paulo,352000,48863,41.97,1152.36,98373502.89,12,24.2,Baixa
2022,7,2022-07-01,Sudeste,SP,Campinas,162417,54483,65.72,319.04,136078660.58,11,25.9,Alta
2022,7,2022-07-01,Sudeste,SP,Ribeirão Preto,106586,49730,78.05,566.77,54892367.17,11,22.4,Média
2022,7,2022-07-01,Sudeste,RJ,Rio de Janeiro,388433,21278,27.23,705.46,46403948.73,11,24.9,Baixa
2022,7,2022-07-01,Sudeste,RJ,Niterói,21991,7173,86.82,924.84,93966582.03,9,27.1,Média
2022,7,2022-07-01,Sudeste,RJ,Nova Iguaçu,490827,24367,88.27,597.62,117917224.3,8,26.3,Alta
2022,7,2022-07-01,Sudeste,RJ,Petrópolis,74263,53009,81.05,1084.27,115435132.1,5,25.5,Alta
2022,7,2022-07-01,Sudeste,MG,Belo Horizonte,401763,20337,79.89,759.81,58315891.83,6,22.7,Média
2022,7,2022-07-01,Sudeste,MG,Uberlândia,48306,46319,62.12,1146.36,72162615.35,14,18.7,Baixa
2022,7,2022-07-01,Sudeste,MG,Juiz de Fora,303721,21902,69.58,806.39,99739420.16,17,25.7,Baixa
2022,7,2022-07-01,Sudeste,ES,Vitória,64647,39004,80.58,975.92,131077487.02,8,20.5,Média
2022,7,2022-07-01,Sudeste,ES,Vila Velha,41326,25345,94.64,837.66,86810765.5,8,28.4,Média
2022,7,2022-07-01,Sudeste,ES,Serra,27225,30990,77.82,465.11,186546803.55,6,19.1,Alta
2022,7,2022-07-01,Sul,PR,Curitiba,443711,14379,50.67,634.2,61503653.87,9,29.5,Alta
2022,7,2022-07-01,Sul,PR,Londrina,12747,20197,68.59,806.99,28274934.34,5,25.0,Média
2022,7,2022-07-01,Sul,SC,Florianópolis,411987,68798,38.48,741.63,12368365.19,10,22.4,Baixa
2022,7,2022-07-01,Sul,SC,Joinville,68674,57729,43.13,981.23,84281254.82,17,25.3,Média
2022,7,2022-07-01,Sul,RS,Porto Alegre,301958,26916,62.96,1187.01,186125920.87,9,22.5,Baixa
2022,7,2022-07-01,Sul,RS,Caxias do Sul,221482,51171,86.16,333.87,47525935.99,12,25.1,Alta
2022,8,2022-08-01,Norte,AM,Manaus,333741,18290,81.92,265.83,107527148.6,6,21.9,Baixa
2022,8,2022-08-01,Norte,PA,Belém,439951,9526,64.14,1112.18,79981456.6,12,24.4,Alta
2022,8,2022-08-01,Norte,PA,Santarém,492461,15657,86.29,570.61,107858157.68,8,17.2,Baixa
2022,8,2022-08-01,Norte,RO,Porto Velho,187264,51271,40.23,981.13,17516817.41,13,16.6,Baixa
2022,8,2022-08-01,Norte,TO,Palmas,496926,31872,64.84,1064.78,30641063.73,11,24.5,Alta
2022,8,2022-08-01,Nordeste,BA,Salvador,255637,67457,61.4,447.44,125657695.57,12,24.2,Média
2022,8,2022-08-01,Nordeste,BA,Feira de Santana,84788,16130,81.34,722.14,3073053.48,10,19.9,Média
2022,8,2022-08-01,Nordeste,PE,Recife,265904,53966,28.1,815.89,38207032.64,7,33.1,Alta
2022,8,2022-08-01,Nordeste,PE,Jaboatão dos Guararapes,76377,12382,45.47,908.64,27761444.94,11,28.3,Média
2022,8,2022-08-01,Nordeste,CE,Fortaleza,296755,15117,43.39,1099.73,125622021.34,12,32.4,Média
2022,8,2022-08-01,Nordeste,CE,Juazeiro do Norte,245175,47898,31.28,869.21,151644601.01,8,27.2,Média
2022,8,2022-08-01,Nordeste,MA,São Luís,227051,47142,85.16,305.64,42218048.64,15,26.1,Alta
2022,8,2022-08-01,Nordeste,PB,João Pessoa,216178,24958,61.91,516.89,120310159.6,14,21.5,Alta
2022,8,2022-08-01,Centro-Oeste,DF,Brasília,346113,22201,69.41,696.48,72233472.35,11,26.7,Média
2022,8,2022-08-01,Centro-Oeste,GO,Goiânia,452356,47376,76.78,1098.38,13843478.23,16,22.1,Média
2022,8,2022-08-01,Centro-Oeste,GO,Aparecida de Goiânia,146520,26231,86.27,478.54,143716145.66,12,21.6,Média
2022,8,2022-08-01,Centro-Oeste,MT,Cuiabá,132708,59284,36.24,706.49,165723774.71,13,22.1,Alta
2022,8,2022-08-01,Centro-Oeste,MS,Campo Grande,69064,1816,62.02,479.76,96973395.26,14,26.6,Baixa
2022,8,2022-08-01,Sudeste,SP,São Paulo,413428,37222,87.36,1138.59,133888967.81,8,23.7,Alta
2022,8,2022-08-01,Sudeste,SP,Campinas,130686,28403,78.66,887.38,18466848.44,8,25.0,Baixa
2022,8,2022-08-01,Sudeste,SP,Ribeirão Preto,139895,57188,37.64,320.25,99752007.2,11,27.0,Baixa
2022,8,2022-08-01,Sudeste,RJ,Rio de Janeiro,351813,15693,82.92,687.58,82140380.88,8,28.8,Média
2022,8,2022-08-01,Sudeste,RJ,Niterói,60913,42631,90.49,778.47,152948579.86,13,18.4,Alta
2022,8,2022-08-01,Sudeste,RJ,Nova Iguaçu,113455,8781,85.71,658.61,180420491.13,13,31.6,Média
2022,8,2022-08-01,Sudeste,RJ,Petrópolis,341994,2889,29.63,782.13,197114281.61,11,19.0,Baixa
2022,8,2022-08-01,Sudeste,MG,Belo Horizonte,266298,24439,39.72,945.01,14078366.8,11,31.9,Baixa
2022,8,2022-08-01,Sudeste,MG,Uberlândia,451344,45486,79.76,696.96,51549068.23,13,20.9,Média
2022,8,2022-08-01,Sudeste,MG,Juiz de Fora,202207,48764,82.56,181.29,30259352.17,6,28.2,Média
2022,8,2022-08-01,Sudeste,ES,Vitória,372108,42368,71.55,1008.34,90733783.56,8,18.2,Alta
2022,8,2022-08-01,Sudeste,ES,Vila Velha,442506,60316,66.08,534.63,110108584.77,9,28.0,Alta
2022,8,2022-08-01,Sudeste,ES,Serra,93594,10513,46.36,253.2,140695566.22,7,27.1,Média
2022,8,2022-08-01,Sul,PR,Curitiba,482794,13423,41.97,878.83,195427634.99,8,23.2,Alta
2022,8,2022-08-01,Sul,PR,Londrina,84401,46552,50.83,204.74,100794929.62,15,24.1,Baixa
2022,8,2022-08-01,Sul,SC,Florianópolis,390868,1790,59.67,250.07,27412453.74,8,32.8,Baixa
2022,8,2022-08-01,Sul,SC,Joinville,488963,3994,69.85,760.75,184237981.63,9,29.6,Média
2022,8,2022-08-01,Sul,RS,Porto Alegre,465853,73490,79.48,509.57,55544128.79,11,19.7,Média
2022,8,2022-08-01,Sul,RS,Caxias do Sul,394973,22775,52.65,1021.74,66227323.88,12,27.8,Baixa
2022,9,2022-09-01,Norte,AM,Manaus,424540,61735,75.5,532.3,152306334.48,9,25.8,Média
2022,9,2022-09-01,Norte,PA,Belém,415379,62620,85.61,528.85,186659695.77,14,23.2,Alta
2022,9,2022-09-01,Norte,PA,Santarém,485267,47037,37.16,168.42,69853623.41,11,27.1,Média
2022,9,2022-09-01,Norte,RO,Porto Velho,254918,78654,94.41,606.57,144235540.03,13,30.3,Alta
2022,9,2022-09-01,Norte,TO,Palmas,460329,8726,53.37,486.71,168801871.45,6,25.9,Média
2022,9,2022-09-01,Nordeste,BA,Salvador,376140,39247,34.47,447.73,151801095.89,10,28.1,Média
2022,9,2022-09-01,Nordeste,BA,Feira de Santana,163241,49933,86.92,1125.95,71764174.75,11,25.0,Baixa
2022,9,2022-09-01,Nordeste,PE,Recife,251162,62604,67.17,337.81,93503910.12,9,31.2,Média
2022,9,2022-09-01,Nordeste,PE,Jaboatão dos Guararapes,211748,7534,79.19,450.42,47268665.62,6,22.0,Baixa
2022,9,2022-09-01,Nordeste,CE,Fortaleza,133113,35243,26.89,1017.77,163298013.33,8,32.3,Alta
2022,9,2022-09-01,Nordeste,CE,Juazeiro do Norte,447708,34590,39.25,370.27,109273184.11,10,28.9,Alta
2022,9,2022-09-01,Nordeste,MA,São Luís,192429,64114,54.61,384.37,93482946.71,12,25.9,Média
2022,9,2022-09-01,Nordeste,PB,João Pessoa,131118,33984,52.54,232.83,93220817.08,7,23.8,Alta
2022,9,2022-09-01,Centro-Oeste,DF,Brasília,270995,64743,48.53,461.17,149681565.99,11,28.3,Baixa
2022,9,2022-09-01,Centro-Oeste,GO,Goiânia,414557,70501,93.66,1057.72,66234684.14,9,33.3,Baixa
2022,9,2022-09-01,Centro-Oeste,GO,Aparecida de Goiânia,489740,12982,89.51,298.88,147779971.31,8,31.0,Baixa
2022,9,2022-09-01,Centro-Oeste,MT,Cuiabá,224435,75553,37.98,533.54,186957907.79,8,32.2,Média
2022,9,2022-09-01,Centro-Oeste,MS,Campo Grande,82584,59387,86.37,407.56,184937806.13,15,31.2,Baixa
2022,9,2022-09-01,Sudeste,SP,São Paulo,222787,30237,50.76,989.21,195328998.66,10,24.8,Baixa
2022,9,2022-09-01,Sudeste,SP,Campinas,100866,8847,47.22,805.34,48986098.91,19,17.2,Baixa
2022,9,2022-09-01,Sudeste,SP,Ribeirão Preto,237547,10893,86.4,984.01,65801177.83,15,18.5,Média
2022,9,2022-09-01,Sudeste,RJ,Rio de Janeiro,84463,55397,88.78,402.71,27373555.88,10,28.3,Baixa
2022,9,2022-09-01,Sudeste,RJ,Niterói,469957,28189,69.19,636.28,67741354.4,8,31.2,Média
2022,9,2022-09-01,Sudeste,RJ,Nova Iguaçu,347425,58838,29.04,280.37,169376582.97,6,23.6,Baixa
2022,9,2022-09-01,Sudeste,RJ,Petrópolis,31752,6789,43.56,885.87,142109593.06,3,15.7,Baixa
2022,9,2022-09-01,Sudeste,MG,Belo Horizonte,295413,78742,74.78,608.11,34516632.44,12,27.1,Média
2022,9,2022-09-01,Sudeste,MG,Uberlândia,451090,48964,70.38,230.54,102804198.61,13,24.2,Alta
2022,9,2022-09-01,Sudeste,MG,Juiz de Fora,208318,47375,28.18,333.78,33796576.86,8,22.4,Baixa
2022,9,2022-09-01,Sudeste,ES,Vitória,384811,34981,77.76,481.37,125348503.01,11,28.9,Alta
2022,9,2022-09-01,Sudeste,ES,Vila Velha,61598,18887,45.61,1027.6,73248645.83,10,27.4,Média
2022,9,2022-09-01,Sudeste,ES,Serra,194347,74412,83.25,502.44,147607618.92,14,26.7,Baixa
2022,9,2022-09-01,Sul,PR,Curitiba,197210,22534,64.99,1087.44,121258264.39,7,17.5,Baixa
2022,9,2022-09-01,Sul,PR,Londrina,46447,69310,30.46,757.16,94657873.16,4,22.8,Média
2022,9,2022-09-01,Sul,SC,Florianópolis,367233,77561,47.47,799.52,191399572.64,16,26.0,Média
2022,9,2022-09-01,Sul,SC,Joinville,187308,62287,83.4,498.09,50032746.75,15,22.5,Alta
2022,9,2022-09-01,Sul,RS,Porto Alegre,101286,2323,61.54,531.85,181572905.42,13,23.3,Baixa
2022,9,2022-09-01,Sul,RS,Caxias do Sul,284079,49472,25.71,938.63,81761834.74,6,27.8,Baixa
2022,10,2022-10-01,Norte,AM,Manaus,429500,11567,91.11,489.35,156936456.79,12,24.5,Baixa
2022,10,2022-10-01,Norte,PA,Belém,235520,73922,38.57,255.39,185068908.09,11,33.5,Média
2022,10,2022-10-01,Norte,PA,Santarém,96126,9802,54.69,314.2,136146013.85,14,28.0,Média
2022,10,2022-10-01,Norte,RO,Porto Velho,222452,52806,70.56,893.68,196262564.27,15,27.2,Alta
2022,10,2022-10-01,Norte,TO,Palmas,75029,40212,70.44,367.3,20723803.41,9,25.9,Média
2022,10,2022-10-01,Nordeste,BA,Salvador,498790,76820,62.39,193.94,54677350.01,10,26.4,Alta
2022,10,2022-10-01,Nordeste,BA,Feira de Santana,56664,74090,81.51,835.33,50266289.23,8,25.2,Alta
2022,10,2022-10-01,Nordeste,PE,Recife,398789,30467,82.95,788.69,157139450.47,10,22.2,Média
2022,10,2022-10-01,Nordeste,PE,Jaboatão dos Guararapes,126388,27920,72.78,917.81,141344919.13,8,28.7,Baixa
2022,10,2022-10-01,Nordeste,CE,Fortaleza,210309,52736,45.41,754.45,122374464.44,7,24.9,Média
2022,10,2022-10-01,Nordeste,CE,Juazeiro do Norte,128428,32429,86.85,484.26,116642155.49,15,23.9,Média
2022,10,2022-10-01,Nordeste,MA,São Luís,265258,40314,79.49,998.38,143421919.61,11,20.6,Alta
2022,10,2022-10-01,Nordeste,PB,João Pessoa,28078,21628,61.09,796.87,136792033.45,10,21.0,Baixa
2022,10,2022-10-01,Centro-Oeste,DF,Brasília,415169,19880,57.97,331.3,3964148.22,9,25.3,Média
2022,10,2022-10-01,Centro-Oeste,GO,Goiânia,13683,13026,91.98,790.48,27504282.75,9,30.0,Média
2022,10,2022-10-01,Centro-Oeste,GO,Aparecida de Goiânia,15033,77840,39.14,994.05,43260757.98,10,26.9,Alta
2022,10,2022-10-01,Centro-Oeste,MT,Cuiabá,63249,43090,72.58,269.32,76072112.13,13,18.1,Média
2022,10,2022-10-01,Centro-Oeste,MS,Campo Grande,25645,75869,75.58,871.38,137212244.54,11,17.7,Alta
2022,10,2022-10-01,Sudeste,SP,São Paulo,292582,26384,66.59,267.4,31829581.92,8,18.6,Média
2022,10,2022-10-01,Sudeste,SP,Campinas,369369,51576,73.37,953.39,68389825.96,8,28.5,Baixa
2022,10,2022-10-01,Sudeste,SP,Ribeirão Preto,197197,17468,42.86,350.73,60215542.89,9,32.2,Alta
2022,10,2022-10-01,Sudeste,RJ,Rio de Janeiro,60946,48487,25.39,670.55,92631699.1,11,27.4,Alta
2022,10,2022-10-01,Sudeste,RJ,Niterói,211677,10812,47.22,1058.84,33021942.77,11,20.8,Baixa
2022,10,2022-10-01,Sudeste,RJ,Nova Iguaçu,60200,21123,39.78,1013.81,6953435.41,10,18.4,Baixa
2022,10,2022-10-01,Sudeste,RJ,Petrópolis,360379,2890,39.31,380.39,5848939.62,13,30.9,Média
2022,10,2022-10-01,Sudeste,MG,Belo Horizonte,214666,15663,55.75,913.9,31705834.44,9,29.4,Baixa
2022,10,2022-10-01,Sudeste,MG,Uberlândia,150908,2578,36.21,274.4,21540563.16,8,24.3,Baixa
2022,10,2022-10-01,Sudeste,MG,Juiz de Fora,26829,15842,72.4,1118.37,179335994.68,12,21.6,Média
2022,10,2022-10-01,Sudeste,ES,Vitória,362162,52102,60.59,427.73,36560796.44,9,25.5,Média
2022,10,2022-10-01,Sudeste,ES,Vila Velha,327269,76131,47.56,270.92,165147198.82,10,33.2,Baixa
2022,10,2022-10-01,Sudeste,ES,Serra,142673,58106,85.14,377.12,112276867.52,9,28.5,Alta
2022,10,2022-10-01,Sul,PR,Curitiba,353280,26098,61.7,312.9,36548532.12,6,31.6,Média
2022,10,2022-10-01,Sul,PR,Londrina,281493,78085,71.1,282.17,46773706.7,4,18.9,Baixa
2022,10,2022-10-01,Sul,SC,Florianópolis,405682,46967,37.14,517.01,131516261.59,8,26.6,Média
2022,10,2022-10-01,Sul,SC,Joinville,150648,76198,69.13,604.16,84966778.62,12,20.6,Alta
2022,10,2022-10-01,Sul,RS,Porto Alegre,486342,72239,88.67,183.94,7141979.07,11,21.3,Baixa
2022,10,2022-10-01,Sul,RS,Caxias do Sul,120715,12076,62.78,554.11,51591630.92,15,29.4,Média
2022,11,2022-11-01,Norte,AM,Manaus,408618,56524,47.88,410.98,64595973.32,15,13.9,Alta
2022,11,2022-11-01,Norte,PA,Belém,255109,40484,28.21,727.55,191158639.71,8,29.6,Alta
2022,11,2022-11-01,Norte,PA,Santarém,78325,72072,91.09,164.33,14386442.86,8,22.4,Baixa
2022,11,2022-11-01,Norte,RO,Porto Velho,55829,8444,58.55,1119.49,183108021.87,7,22.5,Média
2022,11,2022-11-01,Norte,TO,Palmas,241064,2730,73.58,462.12,195865693.7,8,27.3,Alta
2022,11,2022-11-01,Nordeste,BA,Salvador,84113,16730,34.64,635.59,184579119.95,11,33.2,Média
2022,11,2022-11-01,Nordeste,BA,Feira de Santana,424510,56531,57.89,658.58,190610236.67,9,21.4,Baixa
2022,11,2022-11-01,Nordeste,PE,Recife,301929,45325,33.9,1039.19,75067218.92,6,17.6,Alta
2022,11,2022-11-01,Nordeste,PE,Jaboatão dos Guararapes,67041,6012,66.86,530.36,149452555.32,8,21.1,Média
2022,11,2022-11-01,Nordeste,CE,Fortaleza,11946,4898,37.15,465.1,81358406.75,12,25.1,Baixa
2022,11,2022-11-01,Nordeste,CE,Juazeiro do Norte,480411,34198,68.6,824.63,153297786.29,14,24.3,Alta
2022,11,2022-11-01,Nordeste,MA,São Luís,166495,60657,57.03,303.14,193887329.17,12,17.3,Alta
2022,11,2022-11-01,Nordeste,PB,João Pessoa,405936,46415,91.93,712.6,141484520.72,13,20.4,Média
2022,11,2022-11-01,Centro-Oeste,DF,Brasília,489710,35534,73.11,284.1,12505483.7,3,21.5,Média
2022,11,2022-11-01,Centro-Oeste,GO,Goiânia,426044,12362,78.98,938.67,64614419.73,10,28.9,Média
2022,11,2022-11-01,Centro-Oeste,GO,Aparecida de Goiânia,177078,19532,88.17,611.08,33982949.65,7,24.9,Alta
2022,11,2022-11-01,Centro-Oeste,MT,Cuiabá,142976,52185,87.78,560.87,174792400.88,7,30.0,Média
2022,11,2022-11-01,Centro-Oeste,MS,Campo Grande,493046,27283,74.46,969.69,44491007.09,12,29.8,Média
2022,11,2022-11-01,Sudeste,SP,São Paulo,281818,71671,92.55,936.14,136707043.89,7,30.7,Baixa
2022,11,2022-11-01,Sudeste,SP,Campinas,59758,25520,47.56,402.85,169498614.12,10,22.1,Baixa
2022,11,2022-11-01,Sudeste,SP,Ribeirão Preto,171794,18682,30.5,627.2,30687027.53,11,26.9,Baixa
2022,11,2022-11-01,Sudeste,RJ,Rio de Janeiro,420520,4773,93.29,1112.99,3967798.29,12,20.2,Alta
2022,11,2022-11-01,Sudeste,RJ,Niterói,69809,7480,65.79,603.31,137850743.0,10,27.9,Baixa
2022,11,2022-11-01,Sudeste,RJ,Nova Iguaçu,386399,32063,51.42,906.41,150698578.92,13,23.9,Média
2022,11,2022-11-01,Sudeste,RJ,Petrópolis,171602,23023,84.74,774.32,53422855.88,11,28.2,Média
2022,11,2022-11-01,Sudeste,MG,Belo Horizonte,366999,21069,82.66,435.96,123207106.88,13,26.4,Alta
2022,11,2022-11-01,Sudeste,MG,Uberlândia,362536,36075,45.0,216.0,174556658.9,11,30.3,Baixa
2022,11,2022-11-01,Sudeste,MG,Juiz de Fora,284313,22316,63.55,613.6,127476507.1,14,25.8,Alta
2022,11,2022-11-01,Sudeste,ES,Vitória,409836,78882,58.19,1015.52,73021168.63,7,22.4,Média
2022,11,2022-11-01,Sudeste,ES,Vila Velha,318073,35473,86.19,918.37,32029930.9,7,24.2,Média
2022,11,2022-11-01,Sudeste,ES,Serra,368291,18634,86.07,655.65,164026543.49,7,20.4,Baixa
2022,11,2022-11-01,Sul,PR,Curitiba,357748,37975,32.6,778.73,51034152.79,12,24.0,Alta
2022,11,2022-11-01,Sul,PR,Londrina,471744,1701,30.42,968.51,48157728.83,7,24.5,Média
2022,11,2022-11-01,Sul,SC,Florianópolis,115043,65942,81.96,720.88,166434454.74,5,25.5,Baixa
2022,11,2022-11-01,Sul,SC,Joinville,475736,33218,53.78,361.22,183274557.52,15,29.3,Média
2022,11,2022-11-01,Sul,RS,Porto Alegre,306846,7476,37.97,779.06,196050386.55,3,23.6,Baixa
2022,11,2022-11-01,Sul,RS,Caxias do Sul,143596,41578,74.25,597.45,123100548.61,3,29.4,Alta
2022,12,2022-12-01,Norte,AM,Manaus,461109,17656,34.49,340.86,175732927.91,9,24.0,Baixa
2022,12,2022-12-01,Norte,PA,Belém,39057,65243,28.26,1089.44,182286827.67,8,24.4,Média
2022,12,2022-12-01,Norte,PA,Santarém,402408,19885,92.77,768.86,22049115.6,9,26.4,Alta
2022,12,2022-12-01,Norte,RO,Porto Velho,323270,16828,56.82,896.69,74071075.16,4,27.3,Média
2022,12,2022-12-01,Norte,TO,Palmas,431369,20706,52.83,1039.18,91314607.23,11,24.6,Alta
2022,12,2022-12-01,Nordeste,BA,Salvador,314612,28682,66.59,1189.86,69079721.6,12,26.1,Baixa
2022,12,2022-12-01,Nordeste,BA,Feira de Santana,171110,26582,86.47,697.68,106901963.58,12,31.5,Baixa
2022,12,2022-12-01,Nordeste,PE,Recife,474198,71562,88.45,378.12,156056653.39,3,22.2,Média
2022,12,2022-12-01,Nordeste,PE,Jaboatão dos Guararapes,316236,14315,25.01,1160.54,76124105.76,11,23.7,Média
2022,12,2022-12-01,Nordeste,CE,Fortaleza,394637,14027,93.01,1056.65,95120456.41,12,21.5,Média
2022,12,2022-12-01,Nordeste,CE,Juazeiro do Norte,131787,42824,40.64,982.34,115522678.62,7,24.2,Média
2022,12,2022-12-01,Nordeste,MA,São Luís,72577,32852,47.36,912.96,69689694.35,12,24.8,Média
2022,12,2022-12-01,Nordeste,PB,João Pessoa,279267,23421,87.61,238.11,67882942.5,13,28.8,Média
2022,12,2022-12-01,Centro-Oeste,DF,Brasília,39951,28511,36.95,1157.66,97122811.03,9,26.6,Alta
2022,12,2022-12-01,Centro-Oeste,GO,Goiânia,159770,33817,51.28,924.39,83771643.6,16,17.7,Alta
2022,12,2022-12-01,Centro-Oeste,GO,Aparecida de Goiânia,125661,53949,85.78,1139.37,118984984.48,6,18.1,Média
2022,12,2022-12-01,Centro-Oeste,MT,Cuiabá,398555,12083,65.55,856.85,147073775.79,10,21.9,Alta
2022,12,2022-12-01,Centro-Oeste,MS,Campo Grande,73690,28348,86.49,288.76,93712282.49,12,31.1,Média
2022,12,2022-12-01,Sudeste,SP,São Paulo,69561,4665,48.8,174.03,191088325.67,15,19.5,Baixa
2022,12,2022-12-01,Sudeste,SP,Campinas,38078,44173,94.49,1152.94,190938851.8,6,26.1,Média
2022,12,2022-12-01,Sudeste,SP,Ribeirão Preto,449603,51420,32.43,826.63,116011169.71,11,25.1,Alta
2022,12,2022-12-01,Sudeste,RJ,Rio de Janeiro,286865,51027,78.2,267.22,158735805.01,9,21.7,Alta
2022,12,2022-12-01,Sudeste,RJ,Niterói,56392,36432,44.8,589.68,23511426.63,12,19.9,Média
2022,12,2022-12-01,Sudeste,RJ,Nova Iguaçu,495869,14817,45.74,1096.99,53350041.98,12,22.6,Alta
2022,12,2022-12-01,Sudeste,RJ,Petrópolis,46358,49775,81.84,764.58,29625968.82,12,26.6,Alta
2022,12,2022-12-01,Sudeste,MG,Belo Horizonte,306238,43971,64.57,1014.88,111742641.74,5,26.1,Média
2022,12,2022-12-01,Sudeste,MG,Uberlândia,266882,73703,63.48,590.08,169748088.85,9,26.2,Alta
2022,12,2022-12-01,Sudeste,MG,Juiz de Fora,262387,21559,46.23,1034.39,127546894.63,10,24.3,Média
2022,12,2022-12-01,Sudeste,ES,Vitória,295666,12122,36.54,1160.17,58768873.59,17,26.7,Média
2022,12,2022-12-01,Sudeste,ES,Vila Velha,137663,77358,37.59,638.34,78364711.69,12,34.8,Média
2022,12,2022-12-01,Sudeste,ES,Serra,53337,66858,42.17,619.89,38325458.32,10,28.8,Média
2022,12,2022-12-01,Sul,PR,Curitiba,215396,50837,33.24,668.49,118820142.97,20,25.7,Média
2022,12,2022-12-01,Sul,PR,Londrina,157134,20661,86.97,770.43,41179453.76,9,28.7,Alta
2022,12,2022-12-01,Sul,SC,Florianópolis,95686,65150,81.57,623.59,39578315.13,11,24.9,Média
2022,12,2022-12-01,Sul,SC,Joinville,75491,41561,88.23,616.53,90490513.56,9,28.0,Baixa
2022,12,2022-12-01,Sul,RS,Porto Alegre,295692,32204,38.74,1100.78,57754447.21,12,26.5,Baixa
2022,12,2022-12-01,Sul,RS,Caxias do Sul,268666,39050,87.6,590.31,29591678.03,10,22.5,Média
